time_stamp,pm2.5_atm_a,pm2.5_atm_b
2024-09-25T00:01:32Z,17.09,3.83
2024-09-25T00:03:26Z,15.18,4.29
2024-09-25T00:05:25Z,16.36,4.02
2024-09-25T00:07:25Z,15.14,4.09
2024-09-25T00:09:25Z,15.67,4.28
2024-09-25T00:11:25Z,16.91,4.48
2024-09-25T00:13:25Z,16.73,5.31
2024-09-25T00:15:25Z,16.26,5.32
2024-09-25T00:17:25Z,16.71,4.6
2024-09-25T00:19:26Z,16.63,4.07
2024-09-25T00:21:25Z,15.78,3.32
2024-09-25T00:23:26Z,16.36,4.24
2024-09-25T00:25:26Z,15.23,3.66
2024-09-25T00:27:26Z,15.05,3.51
2024-09-25T00:29:26Z,14.86,4.07
2024-09-25T00:31:26Z,15.4,4.14
2024-09-25T00:33:26Z,16.24,4.26
2024-09-25T00:35:26Z,16.12,4.55
2024-09-25T00:37:26Z,15.19,4.79
2024-09-25T00:39:26Z,15.46,4.31
2024-09-25T00:41:26Z,16.12,4.35
2024-09-25T00:43:26Z,13.8,4.16
2024-09-25T00:45:26Z,14.14,4.02
2024-09-25T00:47:26Z,15.93,4.22
2024-09-25T00:49:26Z,15.87,4.29
2024-09-25T00:51:26Z,15.98,4.8
2024-09-25T00:53:26Z,14.95,3.86
2024-09-25T00:55:26Z,15.42,4.05
2024-09-25T00:57:26Z,15.64,4.05
2024-09-25T00:59:26Z,16.09,4.82
2024-09-25T01:01:26Z,15.3,4.46
2024-09-25T01:03:26Z,15.05,4.32
2024-09-25T01:05:26Z,15.41,4.26
2024-09-25T01:07:26Z,15.09,4.84
2024-09-25T01:09:26Z,15.21,4.25
2024-09-25T01:11:26Z,14.69,3.91
2024-09-25T01:13:26Z,14.81,4.23
2024-09-25T01:15:26Z,14.23,3.91
2024-09-25T01:17:26Z,14.31,4.3
2024-09-25T01:19:26Z,14.2,4.29
2024-09-25T01:21:26Z,15.04,4.75
2024-09-25T01:23:26Z,14.52,3.81
2024-09-25T01:25:26Z,14.65,3.93
2024-09-25T01:27:26Z,14.93,4.14
2024-09-25T01:29:26Z,14.63,3.98
2024-09-25T01:31:26Z,13.54,3.96
2024-09-25T01:33:26Z,15.1,3.62
2024-09-25T01:35:26Z,15.23,4.12
2024-09-25T01:37:26Z,16.81,4.47
2024-09-25T01:39:27Z,15.63,4.09
2024-09-25T01:41:26Z,14.96,3.73
2024-09-25T01:43:26Z,13.93,3.91
2024-09-25T01:45:26Z,14.39,3.97
2024-09-25T01:47:26Z,14.16,4.53
2024-09-25T01:49:26Z,14.64,4.22
2024-09-25T01:51:26Z,15.05,4.2
2024-09-25T01:53:26Z,14.75,3.6
2024-09-25T01:55:26Z,14.47,3.88
2024-09-25T01:57:26Z,14.62,4.32
2024-09-25T01:59:26Z,14.7,4.21
2024-09-25T02:01:26Z,15.7,4
2024-09-25T02:03:26Z,14.19,4.14
2024-09-25T02:05:26Z,15.58,4.24
2024-09-25T02:07:26Z,14.12,4.47
2024-09-25T02:09:27Z,14.35,3.54
2024-09-25T02:11:27Z,15.18,4.49
2024-09-25T02:13:26Z,15.73,3.83
2024-09-25T02:15:26Z,15.68,3.96
2024-09-25T02:17:27Z,15.98,4.69
2024-09-25T02:19:27Z,16.21,4.14
2024-09-25T02:21:27Z,16.25,4.03
2024-09-25T02:23:27Z,16.61,4.11
2024-09-25T02:25:27Z,16.17,4.47
2024-09-25T02:27:27Z,15.47,4.5
2024-09-25T02:29:27Z,15.8,4.19
2024-09-25T02:31:27Z,14.87,4.19
2024-09-25T02:33:27Z,15.61,4.18
2024-09-25T02:35:27Z,16.05,4.16
2024-09-25T02:37:27Z,16.3,3.82
2024-09-25T02:39:27Z,16.44,4.29
2024-09-25T02:41:26Z,14.75,4.62
2024-09-25T02:43:27Z,14.97,4.44
2024-09-25T02:45:27Z,16.15,3.89
2024-09-25T02:47:27Z,15.68,4.14
2024-09-25T02:49:27Z,15.68,4.03
2024-09-25T02:51:27Z,15.82,4.61
2024-09-25T02:53:27Z,15.49,3.91
2024-09-25T02:55:27Z,15.47,3.54
2024-09-25T02:57:27Z,15.74,4.47
2024-09-25T02:59:27Z,15.69,4.18
2024-09-25T03:01:27Z,15.75,4.27
2024-09-25T03:03:27Z,15.66,4.81
2024-09-25T03:05:27Z,15.55,3.73
2024-09-25T03:07:27Z,15.57,4.05
2024-09-25T03:09:27Z,15.83,3.6
2024-09-25T03:11:27Z,15.76,4.28
2024-09-25T03:13:27Z,15.44,3.98
2024-09-25T03:15:27Z,15.86,4.19
2024-09-25T03:17:27Z,16.11,4.09
2024-09-25T03:19:27Z,15.02,3.91
2024-09-25T03:21:27Z,14.86,3.87
2024-09-25T03:23:27Z,16.39,3.71
2024-09-25T03:25:27Z,15.7,4.45
2024-09-25T03:27:27Z,15.29,4.29
2024-09-25T03:29:28Z,15.74,4.7
2024-09-25T03:31:27Z,16.73,5.07
2024-09-25T03:33:27Z,15.76,4.33
2024-09-25T03:35:27Z,16.93,4.4
2024-09-25T03:37:27Z,15.09,3.75
2024-09-25T03:39:27Z,15.83,3.96
2024-09-25T03:41:27Z,15.22,4.46
2024-09-25T03:43:27Z,15.84,3.97
2024-09-25T03:45:27Z,15.27,4
2024-09-25T03:47:27Z,15.07,3.46
2024-09-25T03:49:27Z,15.53,3.52
2024-09-25T03:51:27Z,14.91,3.76
2024-09-25T03:53:27Z,15.2,4.33
2024-09-25T03:55:27Z,15,3.16
2024-09-25T03:57:27Z,15.66,4.45
2024-09-25T03:59:27Z,15.73,4.02
2024-09-25T04:01:28Z,16,4.14
2024-09-25T04:03:27Z,15.25,3.25
2024-09-25T04:05:27Z,15.5,3.88
2024-09-25T04:07:27Z,14.81,4.16
2024-09-25T04:09:27Z,15.91,3.6
2024-09-25T04:11:27Z,14.38,3.19
2024-09-25T04:13:28Z,16.15,4.23
2024-09-25T04:15:27Z,16.05,3.19
2024-09-25T04:17:27Z,15.72,3.83
2024-09-25T04:19:27Z,15.88,3.39
2024-09-25T04:21:27Z,15.11,3.93
2024-09-25T04:23:27Z,14.98,3.75
2024-09-25T04:25:27Z,15.12,3.87
2024-09-25T04:27:28Z,14.98,4.09
2024-09-25T04:29:27Z,15.02,4.05
2024-09-25T04:31:27Z,14.62,3.39
2024-09-25T04:33:28Z,15.53,3.89
2024-09-25T04:35:27Z,15.61,3.62
2024-09-25T04:37:27Z,14.95,4.12
2024-09-25T04:39:27Z,14.86,3.42
2024-09-25T04:41:28Z,15.77,3.72
2024-09-25T04:43:27Z,14.92,3.65
2024-09-25T04:45:28Z,15.67,3.84
2024-09-25T04:47:28Z,14.91,3.92
2024-09-25T04:49:28Z,15.65,3.53
2024-09-25T04:51:28Z,14.42,3.51
2024-09-25T04:53:27Z,15.05,3.74
2024-09-25T04:55:28Z,15.82,4.33
2024-09-25T04:57:28Z,14.54,3.32
2024-09-25T04:59:27Z,14.53,4.11
2024-09-25T05:01:28Z,15.24,4.11
2024-09-25T05:03:28Z,15.53,3.85
2024-09-25T05:05:28Z,14.94,3.56
2024-09-25T05:07:28Z,15.77,4.25
2024-09-25T05:09:28Z,15.93,3.91
2024-09-25T05:11:28Z,14.91,3.43
2024-09-25T05:13:28Z,14.29,3.74
2024-09-25T05:15:28Z,14.53,3.91
2024-09-25T05:17:28Z,14.31,3.32
2024-09-25T05:19:28Z,15.02,3.2
2024-09-25T05:21:28Z,15.66,3.31
2024-09-25T05:23:28Z,14.6,3.46
2024-09-25T05:25:28Z,14.56,3.32
2024-09-25T05:27:28Z,14.84,3.71
2024-09-25T05:29:28Z,15.21,3.66
2024-09-25T05:31:28Z,14.75,3.89
2024-09-25T05:33:28Z,14.89,3.71
2024-09-25T05:35:28Z,14.2,3.02
2024-09-25T05:37:28Z,14.18,3.39
2024-09-25T05:39:28Z,15.24,3.11
2024-09-25T05:41:28Z,14.73,3.16
2024-09-25T05:43:28Z,14.89,3.3
2024-09-25T05:45:28Z,14.35,3.04
2024-09-25T05:47:28Z,14.88,3.41
2024-09-25T05:49:28Z,14.63,2.81
2024-09-25T05:51:28Z,14.56,3.89
2024-09-25T05:53:28Z,14.57,2.88
2024-09-25T05:55:28Z,14.82,3.25
2024-09-25T05:57:28Z,14.29,2.98
2024-09-25T05:59:28Z,14.42,2.72
2024-09-25T06:01:28Z,14.61,3.88
2024-09-25T06:03:28Z,14.78,2.96
2024-09-25T06:05:28Z,14.5,2.8
2024-09-25T06:07:28Z,15.96,3.29
2024-09-25T06:09:29Z,13.47,3.41
2024-09-25T06:11:28Z,14.88,3.65
2024-09-25T06:13:28Z,14.98,3.1
2024-09-25T06:15:28Z,14.07,3.07
2024-09-25T06:17:28Z,14.95,2.76
2024-09-25T06:19:28Z,13.51,3.56
2024-09-25T06:21:28Z,15.42,2.9
2024-09-25T06:23:28Z,15.66,3.29
2024-09-25T06:25:28Z,14.95,2.39
2024-09-25T06:27:28Z,14.3,2.62
2024-09-25T06:29:28Z,14.02,2.84
2024-09-25T06:31:28Z,14.64,3.2
2024-09-25T06:33:28Z,14.51,2.67
2024-09-25T06:35:28Z,15.4,2.67
2024-09-25T06:37:28Z,14.84,2.54
2024-09-25T06:39:28Z,14.6,2.69
2024-09-25T06:41:29Z,14.11,2.86
2024-09-25T06:43:28Z,14.22,2.78
2024-09-25T06:45:28Z,14.91,2.39
2024-09-25T06:47:28Z,13.45,2.88
2024-09-25T06:49:28Z,14.91,2.73
2024-09-25T06:51:28Z,13.71,2.65
2024-09-25T06:53:28Z,13.89,2.42
2024-09-25T06:55:28Z,14.13,1.85
2024-09-25T06:57:29Z,14.62,2.81
2024-09-25T06:59:28Z,13.75,3.2
2024-09-25T07:01:28Z,14.71,3.24
2024-09-25T07:03:29Z,13.89,2.23
2024-09-25T07:05:28Z,14.54,2.25
2024-09-25T07:07:28Z,14.4,2.46
2024-09-25T07:09:29Z,14,2.76
2024-09-25T07:11:29Z,14.47,2.68
2024-09-25T07:13:29Z,15,2.56
2024-09-25T07:15:29Z,14.34,2.32
2024-09-25T07:17:29Z,15.18,2.56
2024-09-25T07:19:29Z,15.05,2.79
2024-09-25T07:21:29Z,15.97,2.65
2024-09-25T07:23:29Z,15.59,3.34
2024-09-25T07:25:29Z,15.73,2.81
2024-09-25T07:27:29Z,15.27,2.75
2024-09-25T07:29:29Z,15.35,3.05
2024-09-25T07:31:29Z,15.54,3.15
2024-09-25T07:33:29Z,16.52,2.63
2024-09-25T07:35:29Z,14.64,2.27
2024-09-25T07:37:29Z,14.85,2.53
2024-09-25T07:39:29Z,14.77,2.73
2024-09-25T07:41:29Z,14.89,2.79
2024-09-25T07:43:29Z,15.12,2.52
2024-09-25T07:45:29Z,14.67,3.25
2024-09-25T07:47:29Z,15.49,2.55
2024-09-25T07:49:29Z,15.77,2.96
2024-09-25T07:51:29Z,15.95,2.12
2024-09-25T07:53:29Z,15.91,3.05
2024-09-25T07:55:29Z,16.3,2.36
2024-09-25T07:57:29Z,15.82,2.67
2024-09-25T07:59:29Z,15.88,2.98
2024-09-25T08:01:29Z,15.07,2.68
2024-09-25T08:03:29Z,14.98,3.25
2024-09-25T08:05:29Z,14,2.77
2024-09-25T08:07:29Z,15.71,2.24
2024-09-25T08:09:29Z,15.65,3.05
2024-09-25T08:11:29Z,14.25,3.1
2024-09-25T08:13:29Z,14.49,2.6
2024-09-25T08:15:29Z,15.09,2.48
2024-09-25T08:17:30Z,14.78,2.76
2024-09-25T08:19:29Z,15.73,2.18
2024-09-25T08:21:29Z,14.62,2.78
2024-09-25T08:23:29Z,14.78,2.22
2024-09-25T08:25:29Z,15.74,2.04
2024-09-25T08:27:29Z,14.74,2.44
2024-09-25T08:29:29Z,14.56,2.41
2024-09-25T08:31:29Z,15.05,3.14
2024-09-25T08:33:29Z,15.19,2.09
2024-09-25T08:35:30Z,14.91,2.55
2024-09-25T08:37:29Z,15.46,2.16
2024-09-25T08:39:29Z,15.29,2.38
2024-09-25T08:41:29Z,15.47,2.64
2024-09-25T08:43:29Z,15.4,1.47
2024-09-25T08:45:29Z,14.96,1.93
2024-09-25T08:47:29Z,15.02,2.53
2024-09-25T08:49:29Z,15.05,2.21
2024-09-25T08:51:29Z,15.02,2.75
2024-09-25T08:53:29Z,15.09,3.28
2024-09-25T08:55:29Z,15.51,2.69
2024-09-25T08:57:29Z,14.59,2.93
2024-09-25T08:59:29Z,15.58,2.56
2024-09-25T09:01:29Z,14.67,2.16
2024-09-25T09:03:29Z,16.02,2.59
2024-09-25T09:05:31Z,14.3,2.91
2024-09-25T09:07:30Z,15.47,2.05
2024-09-25T09:09:30Z,15.17,2.67
2024-09-25T09:11:30Z,14.36,3.09
2024-09-25T09:13:30Z,14.81,2.32
2024-09-25T09:15:30Z,14.75,2.51
2024-09-25T09:17:30Z,14.33,2.35
2024-09-25T09:19:30Z,14.86,2.51
2024-09-25T09:21:30Z,14.53,2.76
2024-09-25T09:23:30Z,14.26,2.34
2024-09-25T09:25:30Z,14.36,3.1
2024-09-25T09:27:30Z,14.82,2.64
2024-09-25T09:29:30Z,15.1,1.6
2024-09-25T09:31:30Z,14.79,2.55
2024-09-25T09:33:30Z,15.3,2.86
2024-09-25T09:35:30Z,14.45,2.79
2024-09-25T09:37:30Z,14,2.36
2024-09-25T09:39:30Z,14.59,1.93
2024-09-25T09:41:30Z,14.52,2.86
2024-09-25T09:43:30Z,15.46,2.6
2024-09-25T09:45:30Z,15.5,2.68
2024-09-25T09:47:30Z,15.93,2.31
2024-09-25T09:49:30Z,15.66,2.29
2024-09-25T09:51:30Z,14.47,2.5
2024-09-25T09:53:30Z,14.28,2.78
2024-09-25T09:55:30Z,14.76,2.4
2024-09-25T09:57:30Z,15.93,2.46
2024-09-25T09:59:30Z,13.85,2.54
2024-09-25T10:01:30Z,16.68,2.51
2024-09-25T10:03:30Z,15.69,2.32
2024-09-25T10:05:30Z,14.67,2.28
2024-09-25T10:07:30Z,16.25,2.93
2024-09-25T10:09:30Z,15.91,2.98
2024-09-25T10:11:31Z,16.34,2.75
2024-09-25T10:13:30Z,15.33,2.61
2024-09-25T10:15:30Z,16.19,2.52
2024-09-25T10:17:30Z,15.63,2.11
2024-09-25T10:19:30Z,15.16,2.36
2024-09-25T10:21:30Z,16.61,2.37
2024-09-25T10:23:30Z,15.47,2.33
2024-09-25T10:25:30Z,16.58,2.06
2024-09-25T10:27:30Z,15.91,2.36
2024-09-25T10:29:30Z,16.24,1.88
2024-09-25T10:31:30Z,15.4,1.86
2024-09-25T10:33:30Z,14.66,2.41
2024-09-25T10:35:30Z,15.89,2.6
2024-09-25T10:37:30Z,15.7,1.35
2024-09-25T10:39:30Z,16.04,2.11
2024-09-25T10:41:30Z,18.39,2
2024-09-25T10:43:30Z,18.33,2.43
2024-09-25T10:45:30Z,20.63,1.9
2024-09-25T10:47:30Z,16.11,1.92
2024-09-25T10:49:30Z,20.88,1.54
2024-09-25T10:51:30Z,28.64,2.54
2024-09-25T10:53:30Z,30.98,2.25
2024-09-25T10:55:30Z,30.51,2.71
2024-09-25T10:57:30Z,31.02,3.5
2024-09-25T10:59:30Z,28.37,1.7
2024-09-25T11:01:30Z,27.58,2.16
2024-09-25T11:03:30Z,27.27,2.39
2024-09-25T11:05:30Z,29.04,3
2024-09-25T11:07:30Z,28.02,2.13
2024-09-25T11:09:31Z,27.83,1.51
2024-09-25T11:11:31Z,30.59,1.8
2024-09-25T11:13:31Z,32.29,2.33
2024-09-25T11:15:31Z,34.12,2.29
2024-09-25T11:17:31Z,39.39,1.78
2024-09-25T11:19:31Z,31.8,2.05
2024-09-25T11:21:31Z,32.47,2.2
2024-09-25T11:23:31Z,30.75,1.53
2024-09-25T11:25:31Z,37.55,2.69
2024-09-25T11:27:31Z,30.16,2.27
2024-09-25T11:29:31Z,33.23,2.71
2024-09-25T11:31:31Z,36.72,2.17
2024-09-25T11:33:31Z,39.11,1.86
2024-09-25T11:35:31Z,28.89,2.53
2024-09-25T11:37:31Z,31.24,2.07
2024-09-25T11:39:31Z,32.33,1.57
2024-09-25T11:41:31Z,31.94,1.95
2024-09-25T11:43:31Z,31.36,2.16
2024-09-25T11:45:31Z,31.92,2.04
2024-09-25T11:47:31Z,25.4,2.02
2024-09-25T11:49:31Z,24.96,2.29
2024-09-25T11:51:31Z,29.15,1.9
2024-09-25T11:53:31Z,30.97,1.75
2024-09-25T11:55:31Z,30.36,2.05
2024-09-25T11:57:31Z,21.71,1.48
2024-09-25T11:59:31Z,23.53,2.32
2024-09-25T12:01:31Z,28.46,1.72
2024-09-25T12:03:31Z,29,2.05
2024-09-25T12:05:31Z,29.33,1.35
2024-09-25T12:07:31Z,29.09,2.38
2024-09-25T12:09:31Z,27.68,1.83
2024-09-25T12:11:31Z,28.27,2.36
2024-09-25T12:13:31Z,27.32,1.95
2024-09-25T12:15:31Z,28.54,1.53
2024-09-25T12:17:31Z,27.91,2.33
2024-09-25T12:19:31Z,29.05,1.54
2024-09-25T12:21:31Z,22.84,2.09
2024-09-25T12:23:31Z,28.02,1.52
2024-09-25T12:25:52Z,29,1.35
2024-09-25T12:27:31Z,29.39,1.91
2024-09-25T12:29:31Z,29.11,1.12
2024-09-25T12:31:31Z,27.84,1.91
2024-09-25T12:33:31Z,28.14,2
2024-09-25T12:35:31Z,28.38,2.19
2024-09-25T12:37:31Z,27.55,2.07
2024-09-25T12:39:31Z,24.69,1.55
2024-09-25T12:41:31Z,23.27,2.13
2024-09-25T12:43:31Z,22.26,1.93
2024-09-25T12:45:31Z,20.91,2.15
2024-09-25T12:47:31Z,21.61,1.88
2024-09-25T12:49:31Z,21.09,1.77
2024-09-25T12:51:31Z,20.47,2.11
2024-09-25T12:53:31Z,20.6,2.28
2024-09-25T12:55:31Z,20.82,1.32
2024-09-25T12:57:31Z,21.07,2.32
2024-09-25T12:59:31Z,21.34,2.07
2024-09-25T13:01:31Z,20.41,1.79
2024-09-25T13:03:31Z,20.46,1.48
2024-09-25T13:05:31Z,19.86,1.88
2024-09-25T13:07:31Z,16.09,1.61
2024-09-25T13:09:32Z,16.38,1.75
2024-09-25T13:11:32Z,16.59,1.91
2024-09-25T13:13:32Z,16.97,2.04
2024-09-25T13:15:32Z,15.75,1.93
2024-09-25T13:17:32Z,15.54,1.63
2024-09-25T13:19:32Z,15.76,1.88
2024-09-25T13:21:32Z,15.85,1.71
2024-09-25T13:23:32Z,16.53,1.75
2024-09-25T13:25:32Z,15.48,1.91
2024-09-25T13:27:32Z,15.85,1.75
2024-09-25T13:29:32Z,15.03,2.36
2024-09-25T13:31:32Z,15.72,1.55
2024-09-25T13:33:32Z,16.36,1.57
2024-09-25T13:35:32Z,14.95,1.65
2024-09-25T13:37:32Z,14.08,2.07
2024-09-25T13:39:32Z,13.21,1.42
2024-09-25T13:41:32Z,14.18,1.43
2024-09-25T13:43:32Z,13.39,1.57
2024-09-25T13:45:32Z,13.98,1.39
2024-09-25T13:47:32Z,13.56,2.07
2024-09-25T13:49:32Z,13.02,1.61
2024-09-25T13:51:32Z,13.58,1.92
2024-09-25T13:53:32Z,14.19,1.35
2024-09-25T13:55:32Z,14.22,1.95
2024-09-25T13:57:32Z,14.28,1.26
2024-09-25T13:59:32Z,14.4,1.98
2024-09-25T14:01:32Z,13.86,1.53
2024-09-25T14:03:32Z,14.02,1.64
2024-09-25T14:05:32Z,14.05,2.05
2024-09-25T14:07:32Z,13.5,1.88
2024-09-25T14:09:32Z,14.48,2.04
2024-09-25T14:11:32Z,13.57,2
2024-09-25T14:13:32Z,13.59,1.66
2024-09-25T14:15:32Z,13.86,2.32
2024-09-25T14:17:32Z,14.74,2.09
2024-09-25T14:19:32Z,14.93,1.8
2024-09-25T14:21:32Z,14.67,2.28
2024-09-25T14:23:32Z,15.16,1.62
2024-09-25T14:25:32Z,14.25,1.48
2024-09-25T14:27:32Z,12.84,1.58
2024-09-25T14:29:32Z,13.69,1.95
2024-09-25T14:31:32Z,14,1.56
2024-09-25T14:33:32Z,13.77,1.54
2024-09-25T14:35:32Z,14.25,1.41
2024-09-25T14:37:32Z,11.63,1.74
2024-09-25T14:39:32Z,11.51,1.79
2024-09-25T14:41:32Z,12.47,2.75
2024-09-25T14:43:32Z,12.25,1.98
2024-09-25T14:45:32Z,13,1.97
2024-09-25T14:47:32Z,13.05,1.35
2024-09-25T14:49:32Z,13.02,1.34
2024-09-25T14:51:32Z,12.62,2.12
2024-09-25T14:53:32Z,13.51,2.05
2024-09-25T14:55:32Z,12.98,0.93
2024-09-25T14:57:32Z,13.62,1.95
2024-09-25T14:59:32Z,13,1.89
2024-09-25T15:01:32Z,13.18,1.6
2024-09-25T15:03:32Z,14.4,1.29
2024-09-25T15:05:32Z,21.04,1.96
2024-09-25T15:07:32Z,18.57,1.7
2024-09-25T15:09:33Z,15.4,1.86
2024-09-25T15:11:33Z,13.95,2.23
2024-09-25T15:13:33Z,15,3.27
2024-09-25T15:15:33Z,14.64,2.9
2024-09-25T15:17:33Z,14.05,2.86
2024-09-25T15:19:33Z,14.37,2.38
2024-09-25T15:21:33Z,12.84,2.76
2024-09-25T15:23:33Z,13.18,2.36
2024-09-25T15:25:32Z,12.7,2.68
2024-09-25T15:27:32Z,18.9,2.82
2024-09-25T15:29:32Z,16.57,3.34
2024-09-25T15:31:32Z,14.17,4.05
2024-09-25T15:33:32Z,14.4,3.21
2024-09-25T15:35:32Z,12.69,2.54
2024-09-25T15:37:32Z,13.48,2.56
2024-09-25T15:39:32Z,13.16,3.05
2024-09-25T15:41:32Z,12.88,2.63
2024-09-25T15:43:32Z,14.12,3.33
2024-09-25T15:45:32Z,13.26,2.92
2024-09-25T15:47:32Z,13.21,2.75
2024-09-25T15:49:32Z,13.87,2.59
2024-09-25T15:51:32Z,13.2,2.67
2024-09-25T15:53:33Z,13.14,2.49
2024-09-25T15:55:33Z,13,3.07
2024-09-25T15:57:32Z,13.89,2.95
2024-09-25T15:59:32Z,14.12,2.72
2024-09-25T16:01:33Z,13.53,3.31
2024-09-25T16:03:32Z,14.09,3.51
2024-09-25T16:05:32Z,12.85,3.11
2024-09-25T16:07:33Z,13.14,3.11
2024-09-25T16:09:33Z,12.98,3.4
2024-09-25T16:11:33Z,13.3,3.65
2024-09-25T16:13:33Z,12.96,3.5
2024-09-25T16:15:33Z,14.04,3.7
2024-09-25T16:17:33Z,13.89,3.53
2024-09-25T16:19:33Z,13.57,3.62
2024-09-25T16:21:33Z,13.87,3.73
2024-09-25T16:23:33Z,13.91,3.64
2024-09-25T16:25:33Z,13.59,3.44
2024-09-25T16:27:33Z,14.83,4.54
2024-09-25T16:29:33Z,15.7,5.11
2024-09-25T16:31:33Z,14.05,3.54
2024-09-25T16:33:33Z,13.56,3.79
2024-09-25T16:35:33Z,14.33,4.23
2024-09-25T16:37:33Z,14.25,3.47
2024-09-25T16:39:33Z,13.25,3.83
2024-09-25T16:41:33Z,13.13,3.23
2024-09-25T16:43:33Z,12.57,3.17
2024-09-25T16:45:33Z,12.09,3.05
2024-09-25T16:47:33Z,13.89,2.62
2024-09-25T16:49:33Z,15.24,2.49
2024-09-25T16:51:33Z,21.38,3.25
2024-09-25T16:53:33Z,24.6,3.09
2024-09-25T16:55:33Z,23.19,3
2024-09-25T16:57:33Z,20.48,1.71
2024-09-25T16:59:34Z,18.16,2.52
2024-09-25T17:01:33Z,18.23,2.36
2024-09-25T17:03:34Z,17.87,2
2024-09-25T17:05:33Z,18.61,3
2024-09-25T17:07:33Z,18.55,2.37
2024-09-25T17:09:33Z,18.85,2.62
2024-09-25T17:11:33Z,16.74,2.8
2024-09-25T17:13:33Z,15.45,2.5
2024-09-25T17:15:33Z,15.78,2.42
2024-09-25T17:17:33Z,15.11,3.02
2024-09-25T17:19:33Z,14.45,3.04
2024-09-25T17:21:34Z,14.09,3.38
2024-09-25T17:23:33Z,14.61,2.57
2024-09-25T17:25:33Z,15.35,2.43
2024-09-25T17:27:35Z,14.96,2.62
2024-09-25T17:29:33Z,14.56,2.73
2024-09-25T17:31:34Z,13.75,3.17
2024-09-25T17:33:33Z,15.4,3.09
2024-09-25T17:35:33Z,14.65,3.12
2024-09-25T17:37:33Z,14.73,2.23
2024-09-25T17:39:33Z,14.48,2.55
2024-09-25T17:41:33Z,13.91,3.25
2024-09-25T17:43:33Z,14.09,3.02
2024-09-25T17:45:34Z,14.17,3.04
2024-09-25T17:47:33Z,13.67,2.64
2024-09-25T17:49:33Z,14.77,3.14
2024-09-25T17:51:34Z,13.64,3.13
2024-09-25T17:53:34Z,14.19,2.86
2024-09-25T17:55:34Z,13.43,2.73
2024-09-25T17:57:33Z,13.92,2.02
2024-09-25T17:59:33Z,14.08,3.12
2024-09-25T18:01:33Z,14.38,2.54
2024-09-25T18:03:34Z,14.33,2.31
2024-09-25T18:05:33Z,14,2.41
2024-09-25T18:07:33Z,14.36,2.44
2024-09-25T18:09:34Z,13.98,2.04
2024-09-25T18:11:34Z,13.31,2.25
2024-09-25T18:13:34Z,13.37,2.09
2024-09-25T18:15:34Z,13.09,2.33
2024-09-25T18:17:34Z,14,2.85
2024-09-25T18:19:34Z,14.62,2.42
2024-09-25T18:21:34Z,16.91,2.25
2024-09-25T18:23:34Z,20.67,2.6
2024-09-25T18:25:34Z,21.96,2.27
2024-09-25T18:27:34Z,25.15,2.16
2024-09-25T18:29:34Z,14.18,2.24
2024-09-25T18:31:34Z,13.72,3.49
2024-09-25T18:33:34Z,12.66,2.84
2024-09-25T18:35:34Z,12.86,2.31
2024-09-25T18:37:34Z,12.98,2.02
2024-09-25T18:39:34Z,11.59,2
2024-09-25T18:41:34Z,12.49,2.21
2024-09-25T18:43:34Z,12.54,1.96
2024-09-25T18:45:34Z,13.49,2.22
2024-09-25T18:47:34Z,12.61,2.1
2024-09-25T18:49:34Z,14.37,1.67
2024-09-25T18:51:34Z,12.84,2.18
2024-09-25T18:53:34Z,11.2,1.92
2024-09-25T18:55:34Z,12.6,1.93
2024-09-25T18:57:34Z,15.81,1.85
2024-09-25T18:59:34Z,17.72,2.16
2024-09-25T19:01:34Z,19.46,1.77
2024-09-25T19:03:34Z,16.61,1.31
2024-09-25T19:05:34Z,24.02,1.32
2024-09-25T19:07:34Z,21.25,1.73
2024-09-25T19:09:34Z,18.38,1.67
2024-09-25T19:11:34Z,27.1,2.76
2024-09-25T19:13:34Z,27.53,2.12
2024-09-25T19:15:35Z,16.31,2.46
2024-09-25T19:17:34Z,10.79,2.19
2024-09-25T19:19:34Z,11.76,1.75
2024-09-25T19:21:34Z,10.91,1.86
2024-09-25T19:23:34Z,10.88,1.95
2024-09-25T19:25:34Z,11.3,1.67
2024-09-25T19:27:34Z,11.33,1.87
2024-09-25T19:29:34Z,12.12,2.07
2024-09-25T19:31:34Z,11.79,1.98
2024-09-25T19:33:34Z,12.32,2.37
2024-09-25T19:35:34Z,11.54,2.2
2024-09-25T19:37:34Z,11.68,1.75
2024-09-25T19:39:34Z,10.91,2.22
2024-09-25T19:41:34Z,11.22,1.91
2024-09-25T19:43:34Z,11.63,2.27
2024-09-25T19:45:34Z,11.22,1.16
2024-09-25T19:47:34Z,11.3,2.43
2024-09-25T19:49:34Z,11.42,2.05
2024-09-25T19:51:34Z,11.23,2.07
2024-09-25T19:53:34Z,11.75,2.04
2024-09-25T19:55:34Z,11.09,2.21
2024-09-25T19:57:34Z,12.35,3.19
2024-09-25T19:59:34Z,11.93,1.92
2024-09-25T20:01:34Z,11.57,2.02
2024-09-25T20:03:34Z,12.37,1.54
2024-09-25T20:05:34Z,12.05,2.14
2024-09-25T20:07:34Z,11.82,1.74
2024-09-25T20:09:35Z,12.19,2.36
2024-09-25T20:11:35Z,12.07,2.23
2024-09-25T20:13:35Z,12.46,2.55
2024-09-25T20:15:35Z,12.4,2.24
2024-09-25T20:17:35Z,12.56,2.14
